,Unnamed: 0,Name,Size,Type,Alignment,Habitat,Main Habitat,Other Habitat,Treasure,AC,HP,Initiative,Walk,Burrow,Climb,Fly,Hover,Swim,STR Mod,INT Mod,DEX Mod,WIS Mod,CON Mod,CHA Mod,STR Save,INT Save,DEX Save,WIS Save,CON Save,CHA Save,Proficient,Expertise,Vulnerabilities,Slashing,Immunities Conditions,Immunities Damage,Blindsight,Darkvision,Truesight,Tremorsense,Passive Perception,Languages,CR,XP.,PB,Traits,# of Legendary Resistance,# of Atk,Atk 1 Type,Atk 1 Mod,Atk 1 Range,Atk 1 Range Short,Atk 1 Dam.,Atk 1 Damage Type,Atk 2 Type,Atk 2 Mod,Atk 2 Range,Atk 2 Range short,Atk 2 Dam.,Atk 2 Damage Type,Atk 3 Type,Atk 3 Mod,Atk 3 Range,Atk 3 Range short,Atk 3 Dam.,Atk 3 Damage Type,Atk 4 Type,Atk 4 Mod,Atk 4 Range,Atk 4 Range short,Atk 4 Dam.,Atk 4 Damage Type,Save DC,Saving Throw,Action Notes,Ability,Spell Save DC,Spell Saving Throws,Spell Attack,At Will,3.0/Day,2.0/Day,1.0/Day,Bonus Action,Reaction,Amount,Legendary Action Save DC,Legendary Action Saving Throw,Legendary Actions.,Lair,xp,Legendary Resistance,Legendary Actions,Lair Save DC,Lair Saving Throws,Other
140,140,Elemental Cataclysm,Gargantuan,Elemental (Titan),Chaotic Neutral,Planar (Elemental Chaos),Planar,Elemental Chaos,,20.0,370.0,18.0,60.0,60.0,,80.0,80.0,80.0,8.0,-1.0,4.0,2.0,8.0,-1.0,8.0,-1.0,11.0,9.0,15.0,6.0,,,,,"Blinded, Charmed, Deafened, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Stunned, Unconscious","Acid, Cold, Fire, Lightning, Poison, Thunder",,,150.0,,12.0,Primordial,22.00000/1,41000.0,7.0,"Earth Glide, Siege Monster",4.0,2.0,Melee,15.0,30.0,=,25.0,"Acid, Cold, Fire, Lightning, or Thunder",Ranged,15.0,150.0,150,25.0,"Acid, Cold, Fire, Lightning, or Thunder",,,,=,,,,,,=,,,23.0,"Dexterity, Strength","Control Weather, cast control weather, Cataclysmic Event recharges on 4-6: Clinging Flame within 60ft sphere on fail 45 fire damage and burning, Freezing Waves 90ft cone on fail 44 bludgeoning and cold damage prone and speed reduced to 0, Raging Storm 60ft sphere when in blinded and deafened on fail 36 lightning and thunder damage, Swallowing Earth 90ft cube 36 bludgeoning and acid damage prone buried restrained total cover and suffocating",,,,,,,,,,,3.0,23.0,Constitution,"Eruption make another atk, Rumbling Movement move up to half its speed without opportunity attacks within 5 ft on fail prone",,,,,,,
141,141,Elemental Cultist,Medium or Small,Humanoid (Cultist),Chaotic Evil,Any,Any,," Individual, Relics",16.0,135.0,4.0,30.0,,,,,,4.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,7.0,6.0,1.0,"Arcana, Perception, Religion",,,,,,,,,,17.0,"Common, Primordial",8.00000/1,3900.0,3.0,,,3.0,Melee,7.0,5.0,=,25.0,"Acid, Cold, Fire, Lightning or Thunder",Ranged,7.0,120.0,120,22.0,"Acid, Cold, Fire, Lightning or Thunder",,,,=,,,,,,=,,,,,Atk 2 on hit move target 10ft,Wisdom,15.0,,7.0,"Elementalism, Mage Hand",,,,,Elemental Absorption takes elemental damage gives itself resistance and 10 temp hp,,,,,,,,,,,
142,142,Elephant,Huge,Beast,Unaligned,Grassland,Grassland,,,12.0,76.0,-1.0,40.0,,,,,,6.0,-4.0,-1.0,0.0,3.0,-2.0,6.0,-4.0,-1.0,0.0,3.0,-2.0,,,,,,,,,,,10.0,,4.00000/1,1100.0,2.0,,,2.0,Melee,8.0,5.0,=,15.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,"If charging, gives prone condition",,,,,,,,,,,,,,,,,,,,,
143,143,Elk,Large,Beast,Unaligned,"Grassland, Hill","Grassland, Hill",,,10.0,11.0,0.0,50.0,,,,,,3.0,-4.0,0.0,0.0,0.0,-2.0,3.0,-4.0,0.0,0.0,0.0,-2.0,Perception,,,,,,,60.0,,,12.0,,45661,50.0,2.0,,,1.0,Melee,5.0,5.0,=,6.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,,,"If charging, +3 damage and gives prone condition",,,,,,,,,,,,,,,,,,,,,
144,144,Empyrean,Huge,Celestial or Fiend (Titan),Neutral,Any,Any,,Relics,22.0,346.0,19.0,50.0,,,50.0,50.0,50.0,10.0,5.0,5.0,6.0,10.0,8.0,17.0,5.0,5.0,13.0,10.0,8.0,"Insight, Perception",,,"Bludgeoning, Piercing, Slashing",,"Necrotic, Radiant",,,120.0,,23.0,All,23.00000/1,50000.0,7.0,Magic Resistance,4.0,2.0,Melee,17.0,10.0,=,31.0,Force,Ranged,15.0,600.0,600,35.0,Necrotic or Radiant,,,,=,,,,,,=,,,,,Akt 1 target is stunned or take 21 more damage,Charisma,23.0,Charisma,15.0,"Calm Emotions, Greater Restoration, Pass without Trace, Water Breathing",,,"Commune, Dispel Evil and Good, Plane Shift",,,3.0,23.0,Constitution,"Bolster 10 temp hp and allies get advantage on everything, Shockwave of Glory 30ft emanation 27 force damage and prone, make another range attack",,,,,,,
145,145,Empyrean Iota,Medium,Celestial or Fiend (Titan),Neutral,Any,Any,,Relics,13.0,22.0,2.0,5.0,,,30.0,30.0,,-5.0,2.0,2.0,3.0,0.0,3.0,-5.0,2.0,2.0,3.0,0.0,3.0,"History, Insight, Perception",,,"Bludgeoning, Piercing, Slashing",Prone,,,,30.0,,15.0,All,1.00000/1,200.0,2.0,"Incorporeal, Magic Resistance",,1.0,Melee,5.0,5.0,=,7.0,Necrotic or Radiant,Ranged,5.0,30.0,30,7.0,Necrotic or Radiant,,,,=,,,,,,=,,,,,,Wisdom,,,,,,,"Bless, Healing Word, Lesser Restoration (as an action)",Cast Healing Word,,,,,,,,,,,,
146,146,Erinyes,Medium,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,Armaments,18.0,178.0,7.0,30.0,,,60.0,,,4.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,7.0,2.0,8.0,8.0,"Perception, Persuasion",,,Cold,Poisoned,"Fire, Poison",,,120.0,,16.0,"Infernal, Telepathy",12.00000/1,8400.0,4.0,"Demonic Restoration, Magic Resistance, Magic Rope",,4.0,Melee,8.0,5.0,=,24.0,"Slashing, Necrotic",,,,=,,,,,,=,,,,,,=,,,16.0,Strength,Entangling Rope Within 120ft on fail a target 14 force damage and restrained,,,,,,,,,Release target from entangling rope,When hit +4 to AC,,,,,,,,,,,
147,147,Ettercap,Medium,Monstrosity,Neutral Evil,Forest,Forest,,Implements,13.0,44.0,2.0,30.0,,30.0,,,,2.0,-2.0,2.0,1.0,1.0,-1.0,2.0,-2.0,2.0,1.0,1.0,-1.0,"Perception, Stealth, Survival",,,,,,,60.0,,,13.0,,2.00000/1,450.0,2.0,"Spider Climb, Web Walker",,2.0,Melee,4.0,5.0,=,7.0,"Piercing, Poison",Melee,4.0,5.0,=,7.0,Slashing,,,,=,,,,,,=,,,12.0,Dexterity,"Atk 1 on hit poisoned, Web Strand recharges on 5-6 a target within 30ft on fail restrained",,,,,,,,,Reel pulls a creature within 30ft and restrained 25ft,,,,,,,,,,,,
148,148,Ettin,Large,Giant,Chaotic Evil,"Hill, Mountain, Underdark","Hill, Mountain, Underdark",,Individual,12.0,85.0,-1.0,40.0,,,,,,5.0,-2.0,-1.0,0.0,3.0,-1.0,5.0,-2.0,-1.0,0.0,3.0,-1.0,,Perception,,,"Blinded, Charmed, Deafened, Frightened, Stunned, Unconscious",,,60.0,,,14.0,Giant,4.00000/1,1100.0,2.0,,,2.0,Melee,7.0,5.0,=,14.0,Slashing,Melee,7.0,5.0,=,14.0,Piercing,,,,=,,,,,,=,,,,,"Atk 1 on hit prone, Atk 2 target has disadvantage on the next attack roll",,,,,,,,,,,,,,,,,,,,,
149,149,Faerie Dragon Adult,Tiny,Dragon,Chaotic Good,Forest,Forest,,Implements,15.0,35.0,5.0,10.0,,,60.0,,,-4.0,2.0,5.0,1.0,1.0,3.0,-4.0,2.0,5.0,1.0,1.0,3.0,"Arcana, Perception, Stealth",,,,,,,60.0,,,13.0,"Draconic, Sylvan, Telepathy",2.00000/1,450.0,2.0,Magic Resistance,,1.0,Melee,7.0,5.0,=,10.0,"Piercing, Psychic",,,,=,,,,,,=,,,,,,=,,,13.0,Wisdom,Euphoria Breath recharge on 5-6 15ft coone and incapacitated and moves in random directions,Charisma,13.0,Wisdom,5.0,"Dancing Lights, Mage Hand, Minor Illusion",,,"Hallucinatory Terrain, Polymorph",Cast Greater Invisibility,,,,,,,,,,,,
150,150,Faerie Dragon Youth,Tiny,Dragon,Chaotic Good,Forest,Forest,,Implements,13.0,21.0,3.0,10.0,,,60.0,,,-4.0,1.0,3.0,1.0,1.0,2.0,-4.0,1.0,3.0,1.0,1.0,2.0,"Arcana, Perception, Stealth",,,,,,,60.0,,,13.0,"Draconic, Sylvan, Telepathy",1.00000/1,200.0,2.0,,,1.0,Melee,5.0,5.0,=,7.0,"Piercing, Psychic",,,,=,,,,,,=,,,,,,=,,,12.0,Wisdom,Euphoria Breath recharge on 5-6 15ft coone and incapacitated and moves in random directions,Charisma,12.0,,4.0,"Dancing Lights, Mage Hand, Minor Illusion",,,,,,,,,,,,,,,,
151,151,Fiend Cultist,Medium or Small,Humanoid (Cultist),Neutral Evil,Any,Any,," Individual, Relics",16.0,127.0,5.0,30.0,,,,,,4.0,1.0,2.0,4.0,3.0,0.0,4.0,1.0,2.0,7.0,6.0,0.0,"Perception, Religion",,,,,,,90.0,,,17.0,"Abyssal, Common, Infernal",8.00000/1,3900.0,3.0,,,3.0,Melee,7.0,5.0,=,23.0,"Slashing, Fire",,,,=,,,,,,=,,,,,,=,,,,,,Wisdom,15.0,Dexterity,7.0,"Hellish Rebuke, Scorching Ray (level 5), Thaumaturgy",,Fireball (level 6),,,Hellish Rebuke cast hellish rebuke,,,,,,,,,,,
152,152,Fire Elemental,Large,Elemental,Neutral,"Desert, Planar (Elemental Plane of FIre)","Desert, Planar",Elemental Plane of FIre,,13.0,93.0,3.0,50.0,,,,,,0.0,-2.0,3.0,0.0,3.0,-2.0,0.0,-2.0,3.0,0.0,3.0,-2.0,,,,"Bludgeoning, Piercing, Slashing","Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious","FIre, Poison",,60.0,,,10.0,Primordial (Ignan),5.00000/1,1800.0,3.0,"Fire Aura, Fire Form, Illumination, Water Susceptibility",,2.0,Melee,6.0,5.0,=,10.0,Fire,,,,=,,,,,,=,,,,,,=,,,,,On hit starts burning,,,,,,,,,,,,,,,,,,,,,
153,153,Fire Giant,Huge,Giant,Lawful Evil,"Mountain, Underdark","Mountain, Underdark",,Armaments,18.0,162.0,3.0,30.0,,,,,,7.0,0.0,-1.0,2.0,6.0,1.0,7.0,0.0,3.0,2.0,10.0,5.0,"Athletics, Perception",,,,,Fire,,,,,16.0,Giant,9.00000/1,5000.0,4.0,,,2.0,Melee,11.0,10.0,=,31.0,"Slashing, Fire",Ranged,11.0,60.0,60,27.0,"Bludgeoning, Fire",,,,=,,,,,,=,,,,,Atk 2 on hit pushed 15ft and has disadvantage,,,,,,,,,,,,,,,,,,,,,
154,154,Flameskull,Tiny,Undead,Neutral Evil,Underdark,Underdark,,Arcana,13.0,40.0,3.0,5.0,,,40.0,40.0,,-5.0,3.0,3.0,0.0,2.0,0.0,-5.0,3.0,3.0,0.0,2.0,0.0,"Arcana, Perception",,,,"Charmed, Exhaustion, Frightened, Paralyzed, Poisoned, Prone","Fire, Necrotic, Poison",,60.0,,,12.0,"Common, 2 other languages",4.00000/1,1100.0,2.0,"Illumination, Magic Resistance, Undead Restoration",,2.0,Melee,5.0,5.0,=,13.0,Fire,Ranged,5.0,60.0,60,13.0,Fire,,,,=,,,,,,=,,,,,,Intelligence,13.0,Dexterity,5.0,Mage Hand,,Magic Missile (level 2),Fireball,,,,,,,,,,,,,
155,155,Flaming Skeleton,Medium,Undead,Lawful Evil,"Planar (Shadowfell), Underdark, Urban","Planar, Underdark, Urban",Shadowfell,,15.0,65.0,2.0,30.0,,,,,,0.0,0.0,2.0,2.0,2.0,-1.0,0.0,0.0,2.0,2.0,2.0,-1.0,,,Bludgeoning,,"Exhaustion, Poisoned","Fire, Poison",,60.0,,,12.0,Understands Common and another language,3.00000/1,700.0,2.0,"Death Burst, Illumination",,2.0,Melee,4.0,5.0,=,8.0,Bludgeoning,Ranged,4.0,60.0,60,7.0,Fire,,,,=,,,,,,=,,,12.0,Dexterity,,,,,,,,,,,,,,,,,,,,,,
156,156,Flesh Golem,Medium,Construct,Neutral,Any,Any,,Arcana,9.0,127.0,-1.0,30.0,,,,,,4.0,-2.0,-1.0,0.0,4.0,-3.0,4.0,-2.0,-1.0,0.0,4.0,-3.0,,,,,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Lightning, Poison",,60.0,,,10.0,Understands Common plus one other language,5.00000/1,1800.0,3.0,"Aversion to Fire, Berserk, Immutable Form, Lightning Absorption, Magic Resistance",,2.0,Melee,7.0,5.0,=,17.0,"Bludgeoning, Lightning",,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
157,157,Flumph,Small,Aberration,Lawful Good,Underdark,Underdark,,Arcana,12.0,7.0,2.0,5.0,,,30.0,30.0,,-2.0,2.0,2.0,2.0,0.0,0.0,-2.0,2.0,2.0,2.0,0.0,0.0,"Arcanna, History, Religion",,Psychic,,,,,60.0,,,12.0,"Understands Undercommon, Telepathy",45665,25.0,2.0,,,1.0,Melee,4.0,5.0,=,4.0,Acid,,,,=,,,,,,=,,,,,,=,,,10.0,Dexterity,Within 15ft poisoned,,,,,,,,,,,,,,,,,,,,,
158,158,Flying Snake,Tiny,Monstrosity,Unaligned,"Desert, Forest, Grassland","Desert, Forest, Grassland",,,14.0,5.0,2.0,30.0,,,60.0,,30.0,-3.0,-4.0,2.0,1.0,0.0,-3.0,-3.0,-4.0,2.0,1.0,0.0,-3.0,,,,,,,10,,,,11.0,,45665,25.0,2.0,Flyby,,1.0,Melee,4.0,5.0,=,6.0,"Piercing, Poison",,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
159,159,Fomorian,Huge,Giant,Chaotic Evil,Underdark,Underdark,,Any,14.0,172.0,0.0,40.0,,,,,,6.0,-1.0,0.0,2.0,5.0,-2.0,6.0,-1.0,0.0,2.0,5.0,-2.0,Stealth,Perception,,,,,,120.0,,,18.0,"Giant, Undercommon",8.00000/1,3900.0,3.0,,,2.0,Melee,9.0,15.0,=,24.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,16.0,Wisdom,Warping Hex within 120 ft on fail 21 psychic damage and 1 exhaustion level,,,,,,,,,,,,,,,,,,,,,
160,160,Frog,Tiny,Beast,Unaligned,"Forest, Swamp","Forest, Swamp",,,10.0,11.0,0.0,50.0,,,,,,-5.0,-5.0,1.0,-1.0,-1.0,-4.0,-5.0,-5.0,1.0,-1.0,-1.0,-4.0,"Perception, Stealth",,,,,,,30.0,,,11.0,,0.00000/1,10.0,2.0,"Amphibious, Standing Leap",,1.0,Melee,3.0,5.0,=,1.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
161,161,Frost Giant,Huge,Giant,Neutral Evil,"Arctic, Mountain","Arctic, Mountain",,Armaments,15.0,149.0,2.0,40.0,,,,,,6.0,-1.0,-1.0,0.0,5.0,1.0,6.0,-1.0,-1.0,3.0,8.0,4.0,"Athletics, Perception",,,,,Cold,,,,,13.0,Giant,8.00000/1,3900.0,3.0,,,2.0,Melee,9.0,10.0,=,28.0,"Slashing, Cold",Ranged,9.0,150.0,150,24.0,"Piercing, Cold",,,,=,,,,,,=,,,,,Atk 2 on hit reduce speed by 10ft,,,,,,,,,War Cry recharges on 5-6 gains 16 temp hp,,,,,,,,,,,,
162,162,Galeb Duhr,Medium,Elemental,Neutral,"Hill, Mountain","Hill, Mountain",,Any,16.0,123.0,2.0,15.0,,,,,,5.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0,2.0,1.0,5.0,0.0,,,,,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned",Poison,,60.0,,60.0,11.0,Primordial (Terran),6.00000/1,2300.0,3.0,,,1.0,Melee,8.0,5.0,=,12.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,,,"Atk 1 charge attack if moved 20ft+ extra 7 damage and prone, Animate Boulders 1/day creates one or two Galeb Duhr",,,,,,,,,,,,,,,,,,,,,
163,163,Gargoyle,Medium,Elemental,Chaotic Evil,"Underdark, Urban","Underdark, Urban",,Any,15.0,67.0,2.0,30.0,,,60.0,,,2.0,-2.0,0.0,0.0,3.0,-2.0,2.0,-2.0,0.0,0.0,3.0,-2.0,,Stealth,,,"Exhaustion, Petrified, Poisoned",Poison,,60.0,,,10.0,Primordial (Terran),2.00000/1,450.0,2.0,Flyby,,2.0,Melee,4.0,5.0,=,7.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
164,164,Gas Spore Fungus,Large,Plant,Unaligned,Underdark,Underdark,,,8.0,13.0,-5.0,5.0,,,10.0,10.0,,-3.0,-5.0,-5.0,-5.0,-4.0,-5.0,-3.0,-5.0,-5.0,-5.0,-4.0,-5.0,,,,,"Blinded, Charmed, Deafened, Frightened, Paralyzed, Poisoned, Prone",Poison,30,,,,5.0,,45659,100.0,2.0,Death Burst,,1.0,Melee,0.0,5.0,=,3.0,Poison,,,,=,,,,,,=,,,,,,=,,,10.0,Constitution,Atk 1 on hit poisoned,,,,,,,,,,,,,,,,,,,,,
165,165,Gelatinous Cube,Large,Ooze,Unaligned,Underdark,Underdark,,Any,6.0,63.0,-4.0,15.0,,,,,,2.0,-5.0,-4.0,-2.0,5.0,-5.0,2.0,-5.0,-4.0,-2.0,5.0,-5.0,,,,,"Blinded, Charmed, Deafened, Exhaustion, Frightened, Prone",Acid,60,,,,8.0,,2.00000/1,450.0,2.0,"Ooze Cubee, Transparent",,1.0,Melee,4.0,5.0,=,12.0,Acid,,,,=,,,,,,=,,,,,,=,,,12.0,Dexterity,Engulf moves through a creature's space on fail is engulfed total cover 10 acid damage every round suffocating restrained ,,,,,,,,,,,,,,,,,,,,,
166,166,Ghast,Medium,Undead,Chaotic Evil,"Swamp, Underdark, Urban","Swamp, Underdark, Urban",,Any,13.0,36.0,3.0,30.0,,,,,,3.0,0.0,3.0,0.0,0.0,-1.0,3.0,0.0,3.0,2.0,0.0,-1.0,,,,Necrotic,"Charmed, Exhaustion, Poisoned",Poison,,60.0,,,10.0,Common,2.00000/1,450.0,2.0,Stench,,1.0,Melee,5.0,5.0,=,16.0,"Piercing, Necrotic",Melee,5.0,5.0,=,10.0,Slashing,,,,=,,,,,,=,,,10.0,Constitution,Akt 2 on hit and fail paralyzed,,,,,,,,,,,,,,,,,,,,,
167,167,Ghast Gravecaller,Medium,Undead,Chaotic Evil,"Swamp, Underdark, Urban","Swamp, Underdark, Urban",,Any,16.0,97.0,3.0,30.0,,,,,,3.0,4.0,3.0,2.0,2.0,-1.0,3.0,4.0,3.0,5.0,5.0,-1.0,,,,,"Charmed, Exhaustion, Poisoned","Necrotic, Poison",,120.0,,,12.0,"Abyssal, Common",6.00000/1,2300.0,3.0,Stench,,2.0,Melee,6.0,5.0,=,13.0,Slashing,Melee,7.0,5.0,=,15.0,Necrotic,Ranged,7.0,120.0,120,15.0,Necrotic,,,,=,,,13.0,Constitution,"Akt 1 on hit paralyzed, Akt 2 on hit Frightened",Intelligence,,,,"Speak with Dead, Thaumaturgy",,,,,,,,,,,,,,,,
168,168,Ghost,Medium,Undead,Neutral,"Underdark, Urban","Underdark, Urban",,Any,11.0,45.0,5.0,5.0,,,40.0,40.0,,-2.0,0.0,1.0,1.0,0.0,3.0,-2.0,0.0,1.0,1.0,0.0,3.0,,,,"Acid, Bludgeoning, Cold, Fire, Lightning, Piercing, Slashing, Thunder","Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained","Necrotic, Poison",,60.0,,,11.0,Common plus another language,4.00000/1,1100.0,2.0,"Ethereal Sight, Incorporeal Movement",,2.0,Melee,5.0,5.0,=,19.0,Necrotic,,,,=,,,,,,=,,,,,,=,,,13.0,"Wisdom, Charisma","Etherealness cast Etherealness, 60ft coone 10 Psychic and Frightened, Possession recharges on 6 on fail Incapacitated and last until drop to 0 hp or the ghost leaves",,,,,,,,,,,,,,,,,,,,,
169,169,Ghoul,Medium,Undead,Chaotic Evil,"Swamp, Underdark, Urban","Swamp, Underdark, Urban",,Any,12.0,22.0,2.0,30.0,,,,,,1.0,-2.0,2.0,0.0,0.0,-2.0,1.0,-2.0,2.0,0.0,0.0,-2.0,,,,,"Charmed, Exhaustion, Poisoned",Poison,,60.0,,,10.0,Common,1.00000/1,200.0,2.0,,,2.0,Melee,4.0,5.0,=,8.0,"Piercing, Necrotic",Melee,4.0,5.0,=,4.0,Slashing,,,,=,,,,,,=,,,10.0,Constitution,Akt 2 on hit and fail Paralyzed,,,,,,,,,,,,,,,,,,,,,
170,170,Giant Ape,Huge,Beast,Unaligned,Forest,Forest,,,12.0,168.0,5.0,40.0,,40.0,,,,6.0,-3.0,2.0,1.0,4.0,-2.0,6.0,-3.0,2.0,1.0,4.0,-2.0,"Athletics, Survival",,,,,,,,,,14.0,,7.00000/1,2900.0,3.0,,,2.0,Melee,9.0,10.0,=,22.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,17.0,Dexterity,AOE attack DEX save 5ft radius sphere 24 damage and prone,,,,,,,,,,,,,,,,,,,,,
171,171,Giant Axe Beak,Huge,Monstrosity,Unaligned,"Arctic, Grassland, Hill","Arctic, Grassland, Hill",,,15.0,84.0,5.0,50.0,,,,,,5.0,-4.0,2.0,1.0,4.0,-3.0,5.0,-4.0,2.0,1.0,4.0,-3.0,Perception,,,,,,,,,,14.0,,5.00000/1,1800.0,3.0,,,2.0,Melee,8.0,10.0,=,18.0,Slashing,Melee,8.0,5.0,=,14.0,Piercing,,,,=,,,,,,=,,,,,"Atk 1 on hit another creature with 5ft of target take 6 slashing damage, Atk 2 on hit prone",,,,,,,,,,,,,,,,,,,,,
172,172,Giant Badger,Medium,Beast,Unaligned,Forest,Forest,,,13.0,15.0,0.0,30.0,10.0,,,,,1.0,-4.0,0.0,1.0,3.0,-3.0,1.0,-4.0,0.0,1.0,3.0,-3.0,Perception,,,Poison,,,,60.0,,,13.0,,45661,50.0,2.0,,,1.0,Melee,3.0,5.0,=,6.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
173,173,Giant Bat,Large,Beast,Unaligned,"Forest, Mountain, Underdark","Forest, Mountain, Underdark",,,12.0,22.0,3.0,10.0,,,60.0,,,2.0,-4.0,3.0,1.0,0.0,-2.0,2.0,-4.0,3.0,1.0,0.0,-2.0,,,,,,,120,,,,11.0,,45661,50.0,2.0,,,1.0,Melee,5.0,5.0,=,6.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
174,174,Giant Boar,Large,Beast,Unaligned,"Forest, Grassland, Hill","Forest, Grassland, Hill",,,13.0,42.0,0.0,40.0,,,,,,3.0,-4.0,0.0,-2.0,3.0,-3.0,5.0,-4.0,0.0,-2.0,3.0,-3.0,,,,,,,,,,,8.0,,2.00000/1,450.0,2.0,Bloodied Furry,,1.0,Melee,5.0,5.0,=,10.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,Does more damage on a charge and makes prone,,,,,,,,,,,,,,,,,,,,,
175,175,Giant Centipede,Small,Beast,Unaligned,"Underdark, Urban","Underdark, Urban",,,14.0,9.0,2.0,30.0,,30.0,,,,-3.0,-5.0,2.0,-2.0,1.0,-4.0,-3.0,-5.0,2.0,-2.0,1.0,-4.0,,,,,,,30,,,,8.0,,45661,50.0,2.0,,,1.0,Melee,4.0,5.0,=,4.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,Gives the poisoned condition,,,,,,,,,,,,,,,,,,,,,
176,176,Giant Constrictor Snake,Huge,Beast,Unaligned,"Desert, Forest, Swamp, Underwater","Desert, Forest, Swamp, Underwater",,,12.0,60.0,2.0,30.0,,,,,30.0,4.0,-5.0,2.0,0.0,1.0,-4.0,4.0,-5.0,2.0,0.0,1.0,-4.0,Perception,,,,,,10,,,,12.0,,2.00000/1,450.0,2.0,,,2.0,Melee,6.0,10.0,=,11.0,Piercing,,,,=,,,,,,=,,,,,,=,,,14.0,Dexterity,Dex save 13 damage and gives grappled condition,,,,,,,,,,,,,,,,,,,,,
177,177,Giant Crab,Medium,Beast,Unaligned,"Coastal, Underwater","Coastal, Underwater",,,15.0,13.0,1.0,30.0,,,,,30.0,1.0,-5.0,1.0,-1.0,0.0,-4.0,1.0,-5.0,1.0,-1.0,0.0,-4.0,Stealth,,,,,,30,,,,9.0,,45665,25.0,2.0,Amphibious,,1.0,Melee,3.0,5.0,=,4.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
178,178,Giant Crocodile,Huge,Beast,Unaligned,"Coastal, Swamp","Coastal, Swamp",,,14.0,85.0,-1.0,30.0,,,,,50.0,5.0,-4.0,-1.0,0.0,3.0,-2.0,5.0,-4.0,-1.0,0.0,3.0,-2.0,,Stealth,,,,,,,,,10.0,,5.00000/1,1800.0,3.0,Hold Breath,,2.0,Melee,8.0,5.0,=,21.0,Piercing,Melee,8.0,10.0,=,18.0,Bludgeoning,,,,=,,,,,,=,,,,,Target is grappled and restrained,,,,,,,,,,,,,,,,,,,,,
179,179,Giant Eagle,Large,Celestial,Neutral,"Coastal, Grassland, Hill, Mountain","Coastal, Grassland, Hill, Mountain",,,13.0,26.0,3.0,10.0,,,80.0,,,3.0,-1.0,3.0,2.0,1.0,0.0,3.0,-1.0,3.0,2.0,1.0,0.0,,Perception,,"Necrotic, Radiant",,,,,,,16.0,"Celestial, Understands Common and Primordial (Auran)",1.00000/1,200.0,2.0,,,2.0,Melee,5.0,5.0,=,8.0,"Slashing, Radiant",,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180,Giant Elk,Huge,Celestial,Neutral Good,"Forest, Grassland, Hill","Forest, Grassland, Hill",,,14.0,42.0,6.0,60.0,,,,,,4.0,-2.0,4.0,2.0,2.0,0.0,4.0,-2.0,6.0,2.0,2.0,0.0,Perception,,,"Necrotic, Radiant",,,,90.0,,,14.0,"Celestial, Understands Common and Primordial (Auran)",2.00000/1,450.0,2.0,,,1.0,Melee,6.0,10.0,=,16.0,"Bludgeoning, Radiant",,,,=,,,,,,=,,,,,,=,,,,,Akt 1 charge Akt +5 bludgeoning and prone,,,,,,,,,,,,,,,,,,,,,
181,181,Giant Fire Beetle,Small,Beast,Unaligned,Underdark,Underdark,,,13.0,4.0,0.0,30.0,,30.0,,,,-1.0,-5.0,0.0,-2.0,1.0,-4.0,-1.0,-5.0,0.0,-2.0,1.0,-4.0,,,,Fire,,,30,,,,8.0,,0.00000/1,10.0,2.0,Illumination,,1.0,Melee,1.0,5.0,=,1.0,Fire,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
